name,average_user_rating,num_user_ratings,min_players,max_players,min_playtime,max_playtime,price_au,price_ca,price_uk
Watson & Holmes,3.6399999999999997,25.0,2,7,45,75,0.00,99.99,0.00
Empires: Age of Discovery,4.000000000000001,21.0,2,5,90,120,0.00,449.99,0.00
Trambahn,3.354166666666667,32.0,2,2,30,45,0.00,14.95,0.00
Android: Infiltration,3.05,40.0,,,,,0.00,0.00,0.00
The Blood of an Englishman,3.029411764705882,34.0,2,2,20,30,19.99,13.95,12.52
Otys,3.666666666666667,24.0,2,5,60,75,54.99,49.95,28.79
Legendary Encounters: A Firefly Deck Building Game,3.4137931034482762,29.0,1,5,45,90,64.99,61.95,43.95
Neanderthal,3.6086956521739126,23.0,1,3,60,120,0.00,39.95,32.00
Petrichor,3.5200000000000005,25.0,1,4,20,80,0.00,49.95,38.96
Nightfall,2.975609756097561,41.0,2,5,45,45,0.00,166.99,0.00
Now Boarding,3.3333333333333335,27.0,2,5,30,60,0.00,57.95,0.00
China,3.419354838709677,31.0,3,5,45,45,0.00,0.00,0.00
Mini Rails,3.535714285714286,28.0,3,5,40,60,0.00,39.95,28.00
Carcassonne: King  &  Scout,3.2421875000000004,32.0,2,5,45,45,0.00,0.00,0.00
Eminent Domain: Microcosm,3.151515151515151,33.0,2,2,10,15,0.00,0.00,0.00
Hearts,3.045454545454545,44.0,3,7,30,30,0.00,0.00,0.00
GKR Heavy Hitters,3.3793103448275863,29.0,1,4,60,120,174.99,137.38,95.79
Ave Caesar,3.285714285714286,35.0,2,6,30,30,0.00,0.00,0.00
Arcadia Quest: Inferno,3.8636363636363638,22.0,2,4,60,90,136.99,110.49,89.51
Ultimate Werewolf,3.114285714285714,35.0,,,,,23.99,13.95,0.00
Tokaido: Crossroads Expansion,3.361111111111111,28.0,2,5,45,60,32.99,59.56,0.00
Valley of the Kings: Afterlife,3.4880952380952372,28.0,1,4,45,60,0.00,17.95,0.00
Alien Frontiers: Factions,3.668269230769231,26.0,2,5,60,90,29.99,0.00,24.49
Circus Flohcati,2.9534883720930236,43.0,2,5,15,30,0.00,0.00,0.00
Starship Catan,3.264705882352942,34.0,2,2,60,60,0.00,276.59,0.00
Mystery Rummy: Jack the Ripper,3.4666666666666672,30.0,2,4,45,60,0.00,0.00,0.00
Sorry!,2.169763513513513,74.0,2,4,30,30,0.00,0.00,0.00
Sleeping Queens,2.918918918918918,37.0,2,5,15,30,19.99,14.98,8.49
Cold War: CIA vs. KGB,3.323529411764706,34.0,2,2,30,60,0.00,0.00,0.00
Quiddler,2.7391304347826093,46.0,1,8,30,30,19.99,16.99,0.00
Railroad Revolution,3.5600000000000005,25.0,2,4,45,90,0.00,29.95,27.00
Signorie,3.682692307692308,26.0,2,4,90,120,0.00,53.95,0.00
A Study in Emerald (Second Edition),3.206896551724138,29.0,2,5,30,60,0.00,0.00,0.00
Carson City,3.249999999999999,36.0,2,5,90,90,0.00,301.88,0.00
Metropolys,3.2308571428571433,35.0,2,4,45,45,0.00,377.99,0.00
Cytosis: A Cell Biology Game,3.465277777777778,24.0,2,5,60,90,0.00,36.95,28.99
Hail Hydra,3.201960784313725,30.0,5,8,40,40,0.00,19.99,0.00
FITS,3.1351351351351346,37.0,,,,,0.00,0.00,0.00
Beyond Baker Street,3.2258064516129035,31.0,2,4,15,30,49.99,29.49,25.06
Leonardo Da Vinci,3.2608695652173916,23.0,2,5,60,90,0.00,127.36,0.00
Exodus Proxima Centauri,3.5769230769230775,26.0,2,6,180,180,0.00,313.98,0.00
Connect 4,2.25,68.0,2,2,5,15,0.00,16.88,0.00
Agra,3.303846153846153,26.0,2,4,90,120,0.00,66.95,50.00
Blue Moon Legends,3.5416666666666665,24.0,2,2,30,30,0.00,0.00,0.00
Pixel Tactics,3.0277777777777777,36.0,2,2,30,45,0.00,38.09,25.29
Hoity Toity,3.242424242424243,33.0,2,6,45,45,0.00,0.00,0.00
Era: Medieval Age,3.3809523809523805,21.0,1,4,45,60,76.99,61.40,17.99
The Game: Are you ready to play?,2.945945945945946,37.0,1,5,20,20,0.00,11.95,16.49
Pokémon Trading Card Game,3.111111111111111,36.0,2,2,20,20,0.00,0.00,0.00
Wir Sind Das Volk!,3.9523809523809526,21.0,2,2,60,150,0.00,109.42,0.00
Hare and Tortoise,3.3333333333333335,33.0,,,,,0.00,41.76,16.99
Welcome to Walnut Grove,3.481481481481482,27.0,1,4,30,60,0.00,0.00,0.00
Titan,3.6799999999999997,25.0,2,6,30,240,0.00,0.00,0.00
Timeline: Science and Discoveries,3.3124999999999996,32.0,2,8,18,18,0.00,0.00,0.00
Tiny Epic Mechs,3.454545454545454,22.0,1,4,30,60,39.99,24.95,16.95
Catan Dice Game,2.6511627906976747,43.0,1,4,15,15,19.99,14.99,8.99
Dragon's Gold,3.3125000000000004,32.0,3,6,45,45,0.00,40.13,0.00
Marvel Dice Masters: Uncanny X-Men Starter Set,3.2790697674418605,43.0,2,2,60,60,0.00,18.95,0.00
Five Tribes: The Thieves of Naqala Expansion,3.623188405797101,23.0,2,4,60,90,0.00,7.64,3.99
Ticket To Ride: First Journey,3.37037037037037,27.0,2,4,15,30,47.99,59.94,25.06
Dungeon Mayhem,3.3571428571428568,28.0,2,4,5,10,17.99,16.95,21.48
Secrets,3.275862068965517,29.0,4,8,40,80,32.99,29.99,14.39
The Builders: Middle Ages,2.9639639639639634,37.0,2,4,30,30,0.00,21.24,13.65
Shipwrights of the North Sea,3.129032258064515,31.0,2,5,60,90,63.99,50.95,32.29
Aton,3.4000000000000004,30.0,2,2,30,30,0.00,0.00,0.00
DropMix,3.266666666666666,30.0,1,6,15,30,0.00,55.62,0.00
Odin's Ravens: A Mythical Race Game for Two Players,3.37037037037037,27.0,2,2,15,30,0.00,28.00,0.00
Guilds of London,3.0312500000000004,32.0,1,4,45,60,49.99,32.58,39.95
SeaFall,2.741935483870968,31.0,3,5,90,120,0.00,82.54,0.00
Word on the Street,3.242424242424242,33.0,2,10,20,20,0.00,96.98,0.00
Agricola Family Edition,3.6472727272727274,25.0,1,4,45,60,49.99,46.16,33.59
Dominoes,2.4807692307692304,52.0,2,10,30,30,0.00,17.15,0.00
Tiny Epic Zombies Deluxe Edition,3.739130434782609,23.0,1,5,30,30,0.00,0.00,0.00
Cards Against Humanity: Second Expansion,3.208333333333333,24.0,,,,,0.00,0.00,0.00
Pandemic: Contagion,3.0588235294117645,34.0,2,5,30,60,0.00,33.99,22.29
City of Iron Second Edition,3.4137931034482762,29.0,2,4,120,180,0.00,49.95,0.00
The Palace of Mad King Ludwig,3.4615384615384612,26.0,2,4,75,75,44.99,49.95,30.00
Commands & Colors: Napoleonics,3.6266666666666665,25.0,2,2,90,90,134.99,79.95,65.00
The King is Dead,3.3461538461538463,26.0,2,4,30,50,0.00,439.95,26.86
Saboteur 2,3.0624999999999996,32.0,2,12,30,45,15.99,10.95,7.95
My Village,3.2921810699588483,27.0,2,4,60,90,59.99,42.95,0.00
Cosmic Encounter: Cosmic Conflict Expansion,3.3600000000000003,25.0,3,7,60,72,0.00,25.49,20.49
ZhanGuo,3.772486772486773,21.0,2,4,60,120,0.00,0.00,0.00
"Legendary: A Marvel Deck Building Game - Secret Wars, Volume 1",3.7727272727272725,22.0,1,5,30,60,59.99,21.95,33.79
Washington's War,3.8260869565217392,23.0,2,2,90,120,0.00,0.00,47.65
Maquis,3.4545454545454546,22.0,1,1,20,20,0.00,0.00,0.00
Unlock!: Mystery Adventures – The Nautilus' Traps,2.707317073170732,41.0,1,6,45,75,19.99,0.00,0.00
Race for the Galaxy: Alien Artifacts,3.6521739130434785,23.0,2,5,45,60,32.99,18.95,0.00
Abalone,2.7762148337595907,46.0,2,2,30,30,0.00,24.95,17.00
Treasure Hunter,3.3103448275862073,29.0,2,6,45,45,0.00,58.38,0.00
Struggle of Empires,3.275862068965517,29.0,2,7,180,210,74.99,82.27,0.00
Wits & Wagers Family Edition,3.3793103448275863,29.0,3,10,20,20,27.99,19.95,16.49
Historia,3.2258064516129035,31.0,1,6,120,120,0.00,81.09,0.00
Roam,3.619047619047619,21.0,2,4,30,45,44.99,29.95,22.29
Fuji Flush,3.0645161290322576,31.0,3,8,15,30,0.00,25.12,13.79
Trivial Pursuit: 6th Edition,2.4705882352941173,51.0,,,,,0.00,179.01,22.37
DungeonQuest (third edition),3.0789473684210527,38.0,1,4,90,90,0.00,0.00,0.00
My First Stone Age,3.333333333333333,27.0,2,4,15,20,23.99,0.00,29.79
Adventure Land,3.2692307692307696,26.0,2,4,45,60,61.99,77.77,0.00
Barony,3.499999999999999,26.0,2,4,45,45,0.00,59.99,0.00
Transatlantic,3.335714285714286,28.0,2,5,60,90,0.00,53.95,42.79
Ogre,3.4,25.0,1,3,45,60,0.00,43.95,44.75
The Rose King,3.3703703703703702,27.0,2,2,30,45,0.00,38.99,33.79
Yggdrasil,3.2666666666666666,30.0,1,6,90,90,0.00,0.00,0.00
Rolling America,3.03030303030303,33.0,1,99,15,30,0.00,34.92,0.00
Felicity: The Cat in the Sack,3.2187500000000004,32.0,3,5,20,45,0.00,19.95,0.00
Solenia,3.545454545454545,22.0,1,4,30,45,64.99,44.57,30.43
Killer Bunnies and the Quest for the Magic Carrot,2.301535087719297,57.0,2,8,45,45,0.00,27.99,0.00
Metro,2.8947368421052624,38.0,2,6,30,45,49.99,36.95,0.00
Star Trek Deck Building Game: The Next Generation,3.1818181818181817,22.0,2,5,60,60,0.00,0.00,0.00
Lifeboats,3.233333333333334,30.0,3,6,90,90,0.00,0.00,0.00
Homesteaders,3.2068965517241383,29.0,2,4,90,90,0.00,67.95,59.99
Forge War,3.2222222222222228,27.0,1,4,60,180,0.00,0.00,0.00
Medina,3.4814814814814814,27.0,3,4,60,60,0.00,0.00,0.00
VivaJava: The Coffee Game - The Dice Game,3.222222222222222,27.0,1,4,20,40,0.00,49.21,26.85
Empire Builder,3.3750000000000004,24.0,2,6,180,180,0.00,55.00,0.00
Getaway Driver,3.4347826086956528,23.0,2,2,25,35,0.00,41.95,0.00
Kingsport Festival,3.541666666666667,24.0,3,5,90,90,0.00,49.62,0.00
1812: The Invasion of Canada,3.7272727272727266,22.0,2,5,60,120,0.00,0.00,0.00
Agricola: All Creatures Big and Small - More Buildings Big and Small,3.7272727272727275,22.0,2,2,30,30,0.00,0.00,0.00
Mythos Tales,3.545454545454546,22.0,1,8,120,150,0.00,32.95,34.90
Valletta,3.52,25.0,2,4,40,80,54.99,44.95,42.07
Muse,3.2413793103448274,29.0,2,12,30,45,34.99,22.95,17.96
Commissioned,3.590909090909091,22.0,2,6,60,60,0.00,54.95,0.00
T.I.M.E. Stories: Expedition – Endurance,3.571428571428571,21.0,2,4,60,90,39.99,42.95,16.95
Carcassonne: South Seas,3.5599999999999996,25.0,2,5,35,35,47.99,99.99,0.00
Gingerbread House,3.4782608695652164,23.0,2,4,30,45,49.99,36.20,23.29
Tales & Games: The Three Little Pigs,3.2173913043478257,23.0,2,5,20,20,37.99,25.95,0.00
Planet Steam,3.423076923076923,26.0,2,5,90,180,0.00,73.81,0.00
Clans,3.0,35.0,1,4,30,120,0.00,0.00,0.00
Dimension,3.3214285714285716,28.0,1,4,30,45,0.00,49.95,29.49
Capital Lux,3.423076923076923,26.0,2,4,30,45,0.00,100.45,16.11
Catan: Traders & Barbarians,3.103448275862069,29.0,2,4,60,90,67.99,50.99,34.95
Up Front,3.9523809523809517,21.0,2,3,60,60,0.00,0.00,0.00
Import / Export,3.6249999999999996,24.0,2,6,45,90,0.00,42.95,0.00
Wildcatters,3.521739130434783,23.0,2,4,120,135,0.00,65.95,38.95
Rialto,3.064516129032258,31.0,2,5,45,45,0.00,0.00,0.00
Saint Malo,3.24,25.0,2,5,45,45,0.00,147.03,0.00
Peloponnes Board Game,3.4000000000000004,25.0,1,5,45,60,0.00,0.00,13.00
Five Crowns,2.805555555555556,36.0,1,7,30,30,21.99,16.99,0.00
Primordial Soup,2.9428571428571426,35.0,3,4,90,90,0.00,69.95,0.00
Doomtown: Reloaded,3.333333333333333,24.0,2,4,30,30,0.00,49.95,0.00
Crossfire,3.269230769230769,26.0,5,10,5,10,0.00,43.73,0.00
Evolution: Flight Expansion,3.5757575757575757,22.0,2,6,60,90,0.00,0.00,0.00
Loopin' Chewie,3.214285714285715,28.0,2,3,10,15,0.00,29.99,0.00
Longhorn,3.241379310344827,29.0,,,,,0.00,0.00,0.00
Spaceteam,3.1333333333333333,30.0,3,6,5,5,0.00,60.31,0.00
City of Iron,3.739130434782609,23.0,2,4,120,120,0.00,0.00,0.00
Cave Troll,3.137931034482759,29.0,2,4,20,60,0.00,0.00,0.00
Warhammer Underworlds: Shadespire,3.666666666666666,21.0,2,2,30,30,0.00,287.71,0.00
Jorvik,3.5,22.0,2,5,45,90,0.00,57.95,0.00
Cathedral,3.066666666666667,30.0,2,2,20,20,0.00,0.00,0.00
Bezzerwizzer,2.8051282051282054,39.0,2,12,45,45,0.00,165.65,0.00
The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,3.310344827586207,29.0,2,5,30,30,0.00,159.15,0.00
Tinners' Trail,3.3703703703703702,27.0,3,4,60,90,0.00,0.00,0.00
Queen's Architect,3.458333333333333,24.0,2,4,60,60,67.99,49.10,0.00
Carcassonne: Star Wars Edition,3.384615384615385,26.0,2,5,35,35,0.00,0.00,0.00
Evo,3.2857142857142856,28.0,3,5,60,120,0.00,0.00,0.00
Colony,3.148148148148149,27.0,1,4,45,60,59.99,62.17,51.39
Ad Astra,3.2,30.0,3,5,60,60,0.00,199.99,0.00
Lords of Scotland,3.3846153846153846,26.0,2,5,35,35,0.00,0.00,0.00
Pentago,3.2068965517241375,29.0,2,2,5,5,0.00,76.04,15.99
The Manhattan Project: Chain Reaction,3.0,30.0,1,5,30,45,21.99,12.95,0.00
Holmes Sherlock & Mycroft,3.3749999999999996,24.0,2,2,20,30,24.99,24.95,17.99
Key Harvest,3.3846153846153846,26.0,2,4,90,90,0.00,0.00,0.00
Murano,3.666666666666667,21.0,2,4,60,75,79.99,84.95,32.79
"...and then, we held hands.",2.909090909090909,33.0,2,2,30,45,0.00,283.07,0.00
Mountains of Madness,3.3333333333333335,24.0,3,5,60,90,59.99,38.95,28.49
Campaign Manager 2008,3.1379310344827585,29.0,2,2,30,45,0.00,239.73,0.00
Roma,3.2142857142857144,28.0,2,2,45,60,0.00,0.00,0.00
Hera and Zeus,2.9428571428571426,35.0,2,2,30,30,0.00,0.00,0.00
Fjords,3.2222222222222223,27.0,2,2,30,30,0.00,0.00,0.00
Antike,3.4799999999999995,25.0,2,6,120,120,0.00,0.00,0.00
The Dresden Files Cooperative Card Game,3.5238095238095237,21.0,1,5,30,30,0.00,48.96,35.80
Llama,3.2500000000000004,24.0,2,6,20,20,13.99,10.95,8.79
Covert,3.454545454545454,22.0,2,4,45,90,0.00,0.00,0.00
Vinci: The Rise & Fall of Civilizations,3.52,25.0,3,6,90,90,0.00,0.00,0.00
Fate of the Elder Gods,3.7380952380952372,21.0,1,4,60,120,0.00,91.60,0.00
Rum & Bones: Second Tide,3.4761904761904763,21.0,2,6,30,60,129.99,278.16,0.00
Lost Legacy: The Starship,3.1578947368421053,38.0,2,2,10,10,0.00,8.95,0.00
Zombie 15',3.3200000000000007,25.0,2,4,15,60,0.00,42.03,0.00
Room 25,3.096774193548387,31.0,1,8,30,60,51.99,0.00,24.49
10 Days In The USA,3.172413793103448,29.0,2,4,30,30,0.00,21.95,0.00
Progress: Evolution of Technology,3.1333333333333333,30.0,1,5,90,90,0.00,80.01,0.00
Villa Paletti,3.178571428571429,28.0,2,4,30,30,0.00,73.50,0.00
504,3.1599999999999993,25.0,2,4,30,120,0.00,94.95,0.00
Munchkin Cthulhu,2.7174169040835707,39.0,3,6,90,90,35.99,32.00,18.79
Smash Up: The Obligatory Cthulhu Set,3.125,32.0,2,2,45,60,27.99,20.89,19.79
Subdivision,3.32,25.0,1,4,45,60,49.99,44.49,0.00
Ra: The Dice Game,3.185185185185185,27.0,2,4,45,45,0.00,0.00,0.00
Boss Monster 2: The Next Level,2.9666666666666672,30.0,2,4,20,30,39.99,20.95,18.79
Codenames: Disney Family Edition,3.148148148148148,27.0,2,8,15,20,35.99,23.89,22.37
Yomi: Complete First Edition,3.6363636363636367,22.0,2,2,30,30,0.00,666.83,0.00
Shadow of the Emperor Board Game,3.5,24.0,2,4,90,90,0.00,164.58,0.00
Wiz-War,2.970588235294118,34.0,,,,,0.00,0.00,0.00
Keythedral,3.5454545454545454,22.0,2,5,60,90,0.00,825.80,0.00
Star Trek: Fleet Captains,3.4285714285714284,21.0,2,4,75,90,0.00,368.85,0.00
Ponzi Scheme,3.3478260869565215,23.0,3,5,60,90,0.00,54.95,0.00
Unlock!: Escape Adventures – The Island of Doctor Goorse,3.1428571428571432,35.0,1,6,45,75,19.99,14.82,0.00
Harvest Dice,3.1538461538461537,26.0,2,4,15,30,24.99,0.00,11.49
Seasons: Enchanted Kingdom,3.3043478260869557,23.0,2,4,45,60,0.00,53.89,15.79
One Night Revolution,3.0357142857142865,28.0,3,10,15,30,19.99,21.95,19.99
Corinth,3.333333333333333,21.0,2,4,20,30,31.99,26.95,10.49
Euchre,2.9999999999999996,30.0,2,7,45,45,0.00,21.00,0.00
Machi Koro: Millionaire's Row,3.1153846153846154,26.0,2,4,15,30,0.00,77.79,15.21
Dark Souls: The Board Game,2.862068965517241,29.0,1,4,90,120,69.99,99.95,27.49
Haspelknecht: The Story of Early Coal Mining,3.4403409090909096,22.0,2,4,60,90,0.00,46.95,38.00
Hamsterrolle,3.2692307692307696,26.0,2,4,10,15,0.00,80.54,0.00
City of Horror,3.185185185185186,27.0,3,6,90,120,0.00,313.99,0.00
Wings of War WWI: Famous Aces,3.111111111111111,27.0,2,4,30,30,0.00,0.00,0.00
Qin,3.5217391304347827,23.0,2,4,30,30,0.00,43.41,0.00
A Castle for All Seasons,3.48,25.0,2,4,60,60,0.00,71.95,33.95
Battle Cry,3.423076923076923,26.0,2,2,45,60,0.00,0.00,0.00
Citrus,3.5064935064935066,22.0,2,5,60,90,0.00,50.95,32.22
Rune Age,3.1111111111111107,27.0,2,4,20,60,0.00,0.00,0.00
Liberte,3.3913043478260865,23.0,3,6,90,90,0.00,108.48,0.00
Seikatsu,3.229166666666667,24.0,1,4,30,45,0.00,34.95,42.49
Carson City: The Card Game,3.208333333333333,24.0,1,6,30,45,0.00,25.95,17.00
Mystery Express,3.2142857142857135,28.0,3,5,60,90,0.00,495.68,0.00
Carcassonne Big Box 6,3.6785714285714284,21.0,2,6,45,60,114.99,94.95,58.50
Rick and Morty: Total Rickall,2.794117647058824,34.0,2,5,30,45,0.00,13.95,0.00
Krosmaster: Arena,3.148148148148148,27.0,2,4,60,60,0.00,178.47,0.00
"Run, Fight, or Die",3.32,25.0,1,4,40,40,0.00,0.00,0.00
CrossTalk,3.3333333333333326,24.0,4,8,20,30,36.99,32.95,0.00
The Agents,3.1923076923076925,26.0,2,5,20,40,0.00,0.00,0.00
Mü & More,3.095238095238095,21.0,,,,,0.00,0.00,0.00
Coin Age,2.7741935483870965,31.0,2,2,15,15,0.00,0.00,0.00
Talisman (Revised 4th Edition): The Dungeon Expansion,3.045454545454545,22.0,2,6,90,90,54.99,159.31,31.49
Coldwater Crown,3.5238095238095237,21.0,1,4,40,90,0.00,65.96,0.00
Encore,3.4202898550724643,23.0,1,6,20,20,0.00,20.95,0.00
Marrakech,3.3333333333333335,24.0,2,4,30,30,0.00,85.99,24.95
Kingdoms,3.346153846153846,26.0,2,4,15,45,0.00,123.07,0.00
Cthulhu Fluxx Card Game,2.547619047619047,42.0,2,6,12,30,21.99,12.99,11.49
Quartermaster General,3.5714285714285707,21.0,2,6,90,120,0.00,33.95,38.29
Sail to India,3.0769230769230775,26.0,3,4,60,60,0.00,17.95,0.00
Star Wars: Epic Duels Game,3.037037037037038,27.0,2,6,30,30,0.00,18.95,0.00
Asara,3.32,25.0,2,4,45,45,0.00,59.95,50.36
Power Grid: First Sparks,3.2068965517241383,29.0,2,6,60,60,0.00,49.95,0.00
Web of Power,3.6666666666666665,21.0,3,5,50,60,0.00,0.00,0.00
Zombicide Season 2: Prison Outbreak,3.074074074074074,27.0,1,6,60,60,0.00,118.00,59.79
Unlock! The Adventures of Oz,3.4545454545454537,22.0,1,6,45,75,21.99,28.07,0.00
Police Precinct,3.347826086956522,23.0,1,6,90,90,0.00,435.10,0.00
Turn The Tide,3.2222222222222223,27.0,3,5,30,30,0.00,0.00,0.00
Family Business,2.6486486486486482,37.0,2,6,30,30,0.00,0.00,11.99
Cosmic Encounter,3.588932806324111,23.0,2,6,90,90,0.00,0.00,0.00
Stephenson's Rocket,3.2083333333333326,24.0,2,4,60,60,0.00,59.95,0.00
Trick of the Rails,3.391304347826087,23.0,3,5,20,30,0.00,22.95,0.00
Java,3.4545454545454546,22.0,2,4,120,120,0.00,0.00,0.00
Pirate Fluxx,2.9374999999999996,32.0,2,6,12,18,24.99,14.95,0.00
Pairs,2.9797160243407714,29.0,2,8,15,30,0.00,8.95,0.00
51st State,3.0714285714285716,28.0,2,4,40,90,0.00,34.49,0.00
Sea of Clouds,3.142857142857143,28.0,2,4,45,60,31.99,41.26,28.66
Tournay,3.0,27.0,2,4,30,60,0.00,0.00,0.00
Steam Time,3.208333333333333,24.0,2,4,90,90,0.00,89.29,0.00
Edo,3.454545454545455,22.0,2,4,60,60,0.00,83.92,0.00
The Game of Things...,2.8647058823529417,34.0,4,15,45,45,0.00,56.65,0.00
Khet: The Laser Game,2.9062500000000004,32.0,2,2,20,20,0.00,0.00,0.00
Parchisi,2.2600000000000002,50.0,2,6,30,30,0.00,52.95,0.00
Warhammer: Invasion,3.4999999999999996,22.0,2,2,45,45,0.00,0.00,0.00
Unusual Suspects,2.9655172413793105,29.0,3,18,15,30,0.00,0.00,0.00
Kill Doctor Lucky,2.534883720930232,43.0,3,8,45,45,0.00,39.95,12.69
Nefarious: The Mad Scientist Game! Board Game,2.912698412698412,28.0,,,,,0.00,32.95,0.00
Pente,2.966666666666667,30.0,2,2,30,30,0.00,0.00,0.00
Don't Mess with Cthulhu,3.375,24.0,4,6,15,30,27.99,92.38,15.79
Cards Against Humanity: First Expansion,3.066666666666667,30.0,,,,,0.00,0.00,0.00
Flick Em Up! Dead of Winter,3.285714285714286,21.0,2,10,45,60,44.99,19.99,0.00
Survive: Escape From Atlantis - The Giant Squid Mini-Expansion,3.260869565217391,23.0,2,4,60,60,9.99,0.00,5.15
Strike,3.2727272727272725,22.0,2,5,15,15,0.00,25.95,0.00
Legendary Encounters: A Predator Deck Building Game,3.318181818181818,22.0,1,5,45,60,0.00,61.95,43.95
Best Treehouse Ever,3.4545454545454546,22.0,2,4,30,30,0.00,0.00,0.00
Glüx,3.333333333333333,24.0,2,4,30,45,0.00,98.99,0.00
Amun-Re: The Card Game,2.8437500000000004,32.0,2,5,45,45,0.00,78.45,0.00
Isle of Trains,3.3181818181818183,22.0,2,4,45,60,0.00,0.00,7.29
Rising 5: Runes of Asteros,3.04,25.0,1,5,15,30,44.99,38.89,0.00
The River,3.130434782608695,23.0,2,4,30,45,0.00,44.30,0.00
Province,3.0714285714285716,28.0,2,2,25,25,0.00,9.95,0.00
Carcassonne the Count,3.0740740740740744,27.0,,,,,0.00,0.00,0.00
Games Gulo Gulo,3.192307692307692,26.0,2,6,15,20,0.00,0.00,0.00
Risk: Lord of the Rings Trilogy Edition,2.7419354838709684,31.0,2,4,180,180,0.00,0.00,0.00
Catacombs,2.9642857142857135,28.0,2,5,30,90,0.00,444.44,0.00
Helios,3.5454545454545454,22.0,,,,,0.00,39.99,0.00
Word Domination,3.391304347826088,23.0,2,4,20,45,0.00,43.95,0.00
Bang! Dodge City,3.0769230769230775,26.0,3,8,20,40,14.99,0.00,16.49
Frank's Zoo,3.074074074074074,27.0,3,7,60,60,0.00,35.94,12.76
Prophecy,2.9032258064516125,31.0,,,,,0.00,0.00,0.00
Perry Rhodan: The Cosmic League,3.2,25.0,2,2,30,30,0.00,79.99,0.00
Arcane Academy,3.111111111111111,27.0,2,4,45,60,0.00,33.95,0.00
Keltis,3.2,25.0,2,4,30,45,0.00,76.22,0.00
To Court the King,2.9354838709677415,31.0,2,5,45,45,0.00,0.00,0.00
Mykerinos,3.304347826086956,23.0,2,4,45,45,0.00,0.00,0.00
Spades,3.375,24.0,4,4,60,60,0.00,0.00,0.00
Blokus Trigon,3.409090909090909,22.0,2,4,20,20,0.00,34.95,0.00
Fauna,3.476190476190476,21.0,2,6,45,60,0.00,0.00,0.00
PitchCar Mini,3.4761904761904763,21.0,2,8,30,30,114.99,76.95,30.95
Bootleggers,3.2083333333333335,24.0,3,6,90,90,0.00,56.95,0.00
Milestones,3.5,22.0,2,4,60,75,0.00,69.99,0.00
Second Chance,3.3809523809523805,21.0,1,6,10,15,29.99,18.95,0.00
March of the Ants,3.333333333333333,21.0,1,5,70,70,0.00,51.13,0.00
Cube Quest: Clash for the Crown,3.0,24.0,2,2,15,15,0.00,54.95,0.00
The Ancient World,3.208333333333333,24.0,2,4,90,120,84.99,52.95,0.00
Roll for it!: Deluxe Edition,3.054054054054053,37.0,2,8,20,40,47.99,34.95,28.29
Seeland,3.0000000000000004,26.0,2,4,45,60,0.00,195.23,0.00
Upwords,2.827586206896552,29.0,2,4,90,90,0.00,53.48,11.63
The End of the Triumvirate,3.523809523809524,21.0,2,3,60,90,0.00,52.95,0.00
Roll For It!,2.657894736842105,38.0,2,4,30,30,0.00,12.95,11.49
Star Munchkin,2.512820512820512,39.0,3,6,90,90,56.99,20.95,18.68
Bridges of Shangri-La,3.2608695652173916,23.0,3,4,60,60,0.00,34.95,0.00
Dungeons & Dragons: Temple of Elemental Evil Board Game,3.208333333333333,24.0,1,5,60,60,89.99,67.95,58.86
Alea Iacta Est,3.0357142857142856,28.0,2,5,60,60,0.00,0.00,0.00
Dragonheart,3.111111111111111,27.0,2,2,30,30,0.00,0.00,0.00
Tesla vs. Edison: War of Currents,3.1190476190476195,24.0,2,5,40,100,44.99,63.40,54.79
13 Minutes: The Cuban Missile Crisis,2.892857142857143,28.0,2,2,15,30,0.00,9.95,0.00
Ubongo 3-D,3.291666666666667,24.0,2,4,30,30,0.00,35.95,0.00
Robo Rally,3.0909090909090913,22.0,2,6,20,120,49.99,41.95,28.99
Catch Phrase!,3.0,31.0,4,16,30,30,0.00,154.30,0.00
Nothing Personal,3.04,25.0,3,5,120,150,74.99,45.95,36.99
Kobayakawa,3.0000000000000004,27.0,3,6,30,30,0.00,34.95,0.00
River Dragons,3.115384615384615,26.0,2,6,30,45,0.00,46.99,23.75
PÜNCT,3.1250000000000004,24.0,2,2,30,60,0.00,30.95,0.00
Smash Up: Munchkin,3.0,22.0,2,4,30,45,42.99,30.89,0.00
Ticket To Ride: The Card Game,3.076923076923077,26.0,2,4,30,45,0.00,294.64,0.00
Around the World in 80 Days,3.037037037037037,27.0,2,4,50,70,0.00,25.95,0.00
Bears vs Babies,2.4285714285714284,35.0,2,5,15,20,34.99,11.95,26.79
Copycat,3.363636363636364,22.0,2,4,95,95,0.00,67.92,33.00
Bohnanza: The Duel,3.2857142857142856,21.0,2,2,30,60,26.99,18.95,0.00
12 Days,2.961538461538462,26.0,3,5,15,15,0.00,10.95,8.94
Caesar & Cleopatra,2.9999999999999996,22.0,2,2,60,60,0.00,0.00,0.00
Monster Crunch! The Breakfast Battle Game,3.2608695652173916,23.0,2,5,20,20,0.00,24.95,0.00
Shear Panic,3.1739130434782608,23.0,2,4,45,45,0.00,28.57,0.00
We Didn't Playtest This at All with Chaos Pack,2.4358974358974357,39.0,2,10,10,10,0.00,14.95,0.00
The Game of Life,1.5399999999999998,100.0,2,6,30,30,0.00,31.95,0.00
